instance_id,repo,mode,elapsed_ms,cached_tokens,output_chars,lossy_match_reason,matched_content_signature,codebase_prefetch_hint_count,codebase_prefetch_text_count,codebase_prefetch_queued_tokens,codebase_prefetch_matched_tokens,codebase_prefetch_success_count,codebase_prefetch_device_hit_count,agenttemplatekv_prefetch_hit_count,agenttemplatekv_prefetch_miss_count,agenttemplatekv_prefetch_protected_tokens,agenttemplatekv_prefetch_newly_protected_tokens,agenttemplatekv_prefetch_consumed_count,agenttemplatekv_prefetch_expired_tokens,agenttemplatekv_rejected_large_gap_count,request_start_ms,output_exact_match_vs_baseline,output_token_f1_vs_baseline
astropy__astropy-14096,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,953.22,10394,215,exact_code_content_signature,4ca549c20d697189c6c174faae87abcd,2,2,0,0,0,0,0,0,9479,9479,0,0,0,1067614671.28,True,1.0
astropy__astropy-14182,astropy/astropy,baseline_prefix_cache_only,928.8,10766,209,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067618891.99,True,1.0
astropy__astropy-14182,astropy/astropy,kvflow_prefix_only,928.63,10766,209,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067619820.89,True,1.0
astropy__astropy-14182,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,1067.77,10769,238,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067620749.77,False,0.4667
astropy__astropy-14182,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,1055.06,10767,236,exact_code_content_signature,4ca549c20d697189c6c174faae87abcd,2,2,0,0,0,0,0,0,9479,9479,0,0,0,1067621875.09,False,0.4667
astropy__astropy-14309,astropy/astropy,baseline_prefix_cache_only,1812.89,11476,298,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067626250.19,True,1.0
astropy__astropy-14309,astropy/astropy,kvflow_prefix_only,1503.83,11476,256,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067628063.18,False,0.64
astropy__astropy-14309,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,1817.74,11479,298,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067629567.46,True,1.0
astropy__astropy-14309,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,1824.82,11477,298,exact_code_content_signature,557e8a601623caeb6af9688e9bb820c8,2,2,0,0,0,0,0,0,9490,9490,0,0,0,1067631445.29,True,1.0
astropy__astropy-14365,astropy/astropy,baseline_prefix_cache_only,1432.05,10755,257,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067636459.77,True,1.0
astropy__astropy-14365,astropy/astropy,kvflow_prefix_only,1410.26,10755,257,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067637891.95,False,0.9412
astropy__astropy-14365,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,1345.68,10758,244,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067639302.65,False,0.875
astropy__astropy-14365,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,1438.22,10756,257,exact_code_content_signature,557e8a601623caeb6af9688e9bb820c8,2,2,0,0,0,0,0,0,9490,9490,0,0,0,1067640707.58,True,1.0
astropy__astropy-14369,astropy/astropy,baseline_prefix_cache_only,1134.81,11146,152,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067645428.29,True,1.0
astropy__astropy-14369,astropy/astropy,kvflow_prefix_only,1136.33,11146,152,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067646563.2,True,1.0
astropy__astropy-14369,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,1139.92,11149,152,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067647699.97,True,1.0
astropy__astropy-14369,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,1142.46,11147,152,exact_code_content_signature,557e8a601623caeb6af9688e9bb820c8,2,2,0,0,0,0,0,0,9490,9490,0,0,0,1067648897.15,True,1.0
astropy__astropy-14508,astropy/astropy,baseline_prefix_cache_only,1430.49,11088,223,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067653290.67,True,1.0
astropy__astropy-14508,astropy/astropy,kvflow_prefix_only,1430.49,11088,223,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067654721.26,True,1.0
astropy__astropy-14508,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,1431.35,11091,223,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067656152.22,True,1.0
astropy__astropy-14508,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,1438.43,11089,223,exact_code_content_signature,557e8a601623caeb6af9688e9bb820c8,2,2,0,0,0,0,0,0,9490,9490,0,0,0,1067657642.54,True,1.0
astropy__astropy-14539,astropy/astropy,baseline_prefix_cache_only,2288.26,11658,504,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067662433.2,True,1.0
astropy__astropy-14539,astropy/astropy,kvflow_prefix_only,2283.9,11658,434,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067664721.56,False,0.2909
astropy__astropy-14539,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,2279.3,11661,434,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067667005.9,False,0.2909
astropy__astropy-14539,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,2290.34,11659,434,exact_code_content_signature,557e8a601623caeb6af9688e9bb820c8,2,2,0,0,0,0,0,0,9490,9490,0,0,0,1067669343.23,False,0.2909
astropy__astropy-14598,astropy/astropy,baseline_prefix_cache_only,1205.3,10966,206,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067674875.96,True,1.0
astropy__astropy-14598,astropy/astropy,kvflow_prefix_only,1153.87,10966,200,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067676081.37,False,0.9444
astropy__astropy-14598,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,1209.57,10969,205,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067677235.68,False,0.9444
astropy__astropy-14598,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,1304.93,10967,216,exact_code_content_signature,557e8a601623caeb6af9688e9bb820c8,2,2,0,0,0,0,0,0,9490,9490,0,0,0,1067678486.52,False,0.65
django__django-10097,django/django,baseline_prefix_cache_only,2149.88,17295,367,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067683749.77,True,1.0
django__django-10097,django/django,kvflow_prefix_only,1495.54,17295,308,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067685899.79,False,0.075
django__django-10097,django/django,kvflow_prefix_plus_codebase_prefetch,2154.25,17298,367,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067687395.81,True,1.0
django__django-10097,django/django,kvcomm_lossy_plus_codebase_prefetch,2042.82,17296,420,exact_code_content_signature,19202dd28085e9f7,2,2,0,0,0,0,0,0,8999,8999,0,0,0,1067689616.94,False,0.3636
django__django-10554,django/django,baseline_prefix_cache_only,1495.67,10700,297,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067694690.99,True,1.0
django__django-10554,django/django,kvflow_prefix_only,1309.29,10700,248,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067696186.77,False,0.8372
django__django-10554,django/django,kvflow_prefix_plus_codebase_prefetch,1309.61,10703,248,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067697496.49,False,0.8372
django__django-10554,django/django,kvcomm_lossy_plus_codebase_prefetch,1316.09,10701,248,exact_code_content_signature,38223b7db5b04e545e691cb56cb03968,2,2,0,0,0,0,0,0,8941,8941,0,0,0,1067698870.04,False,0.8372
django__django-10880,django/django,baseline_prefix_cache_only,925.01,9661,150,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067703118.98,True,1.0
django__django-10880,django/django,kvflow_prefix_only,962.92,9661,168,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067704044.11,False,0.8387
django__django-10880,django/django,kvflow_prefix_plus_codebase_prefetch,1235.55,9664,217,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067705007.46,False,0.8125
django__django-10880,django/django,kvcomm_lossy_plus_codebase_prefetch,980.94,9662,175,exact_code_content_signature,50c69d550283d00621950a6c5aa89e16,2,2,0,0,0,0,0,0,9010,9010,0,0,0,1067706311.55,False,0.8667
django__django-10914,django/django,baseline_prefix_cache_only,1008.24,9720,247,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067710471.14,True,1.0
django__django-10914,django/django,kvflow_prefix_only,1011.67,9720,247,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067711479.5,True,1.0
django__django-10914,django/django,kvflow_prefix_plus_codebase_prefetch,768.67,9723,165,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067712491.63,False,0.3333
django__django-10914,django/django,kvcomm_lossy_plus_codebase_prefetch,774.0,9721,165,exact_code_content_signature,871e01c4e87af887,2,2,0,0,0,0,0,0,9017,9017,0,0,0,1067713334.99,False,0.3333
django__django-10973,django/django,baseline_prefix_cache_only,2269.13,10568,457,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067717429.49,True,1.0
django__django-10973,django/django,kvflow_prefix_only,2279.51,10568,457,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067719698.74,True,1.0
django__django-10973,django/django,kvflow_prefix_plus_codebase_prefetch,2277.16,10571,460,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067721978.7,False,0.7761
django__django-10973,django/django,kvcomm_lossy_plus_codebase_prefetch,2259.77,10569,460,exact_code_content_signature,871e01c4e87af887,2,2,0,0,0,0,0,0,9017,9017,0,0,0,1067724345.49,False,0.75
django__django-10999,django/django,baseline_prefix_cache_only,1298.82,9895,163,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067729778.52,True,1.0
django__django-10999,django/django,kvflow_prefix_only,1342.91,9895,162,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067731077.46,False,0.0
django__django-10999,django/django,kvflow_prefix_plus_codebase_prefetch,2269.25,9898,393,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067732420.83,False,0.0
django__django-10999,django/django,kvcomm_lossy_plus_codebase_prefetch,2254.91,9896,274,exact_code_content_signature,871e01c4e87af887,2,2,0,0,0,0,0,0,9017,9017,0,0,0,1067734774.53,False,0.0
django__django-11066,django/django,baseline_prefix_cache_only,1222.74,10182,246,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067739996.9,True,1.0
django__django-11066,django/django,kvflow_prefix_only,1217.02,10182,246,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067741219.77,True,1.0
django__django-11066,django/django,kvflow_prefix_plus_codebase_prefetch,1216.45,10185,246,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067742437.25,True,1.0
django__django-11066,django/django,kvcomm_lossy_plus_codebase_prefetch,1208.92,10183,246,exact_code_content_signature,38223b7db5b04e545e691cb56cb03968,2,2,0,0,0,0,0,0,8941,8941,0,0,0,1067743715.83,True,1.0
django__django-11087,django/django,baseline_prefix_cache_only,1166.62,12554,217,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067748322.3,True,1.0
django__django-11087,django/django,kvflow_prefix_only,1165.8,12554,247,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067749489.04,False,1.0
django__django-11087,django/django,kvflow_prefix_plus_codebase_prefetch,1106.0,12557,235,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067750655.31,False,0.9444
django__django-11087,django/django,kvcomm_lossy_plus_codebase_prefetch,1295.99,12555,254,exact_code_content_signature,38223b7db5b04e545e691cb56cb03968,2,2,0,0,0,0,0,0,8941,8941,0,0,0,1067751829.22,False,0.7222
django__django-11095,django/django,baseline_prefix_cache_only,1302.06,9734,285,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067756329.51,True,1.0
django__django-11095,django/django,kvflow_prefix_only,2146.08,9734,484,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067757631.67,False,0.4
django__django-11095,django/django,kvflow_prefix_plus_codebase_prefetch,2268.75,9737,490,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067759778.19,False,0.0816
django__django-11095,django/django,kvcomm_lossy_plus_codebase_prefetch,1298.72,9735,285,exact_code_content_signature,38223b7db5b04e545e691cb56cb03968,2,2,0,0,0,0,0,0,8941,8941,0,0,0,1067762114.19,True,1.0
django__django-11099,django/django,baseline_prefix_cache_only,836.65,9833,116,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067766664.3,True,1.0
django__django-11099,django/django,kvflow_prefix_only,837.05,9833,116,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067767501.03,True,1.0
django__django-11099,django/django,kvflow_prefix_plus_codebase_prefetch,837.63,9836,116,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067768338.53,True,1.0
django__django-11099,django/django,kvcomm_lossy_plus_codebase_prefetch,839.66,9834,116,exact_code_content_signature,9f785cb47ad6b36006e3f299b430c92a,2,2,0,0,0,0,0,0,9004,9004,0,0,0,1067769264.62,True,1.0
django__django-11119,django/django,baseline_prefix_cache_only,1129.85,9515,254,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067773295.12,True,1.0
django__django-11119,django/django,kvflow_prefix_only,1122.54,9515,254,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067774425.08,True,1.0
django__django-11119,django/django,kvflow_prefix_plus_codebase_prefetch,1981.23,9518,469,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067775548.06,False,0.4103
django__django-11119,django/django,kvcomm_lossy_plus_codebase_prefetch,1135.08,9516,246,exact_code_content_signature,9f785cb47ad6b36006e3f299b430c92a,2,2,0,0,0,0,0,0,8941,8941,0,0,0,1067777592.97,False,0.6667
django__django-11133,django/django,baseline_prefix_cache_only,811.12,9629,199,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067781890.3,True,1.0
django__django-11133,django/django,kvflow_prefix_only,804.6,9629,199,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067782701.53,True,1.0
django__django-11133,django/django,kvflow_prefix_plus_codebase_prefetch,1526.94,9632,310,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067783506.56,False,0.0606
django__django-11133,django/django,kvcomm_lossy_plus_codebase_prefetch,1384.52,9630,278,exact_code_content_signature,9f785cb47ad6b36006e3f299b430c92a,2,2,0,0,0,0,0,0,8941,8941,0,0,0,1067785098.67,False,0.0645
django__django-11138,django/django,baseline_prefix_cache_only,1335.34,11193,229,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067789572.73,True,1.0
django__django-11138,django/django,kvflow_prefix_only,1529.2,11193,297,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067790908.2,False,0.7368
django__django-11138,django/django,kvflow_prefix_plus_codebase_prefetch,1436.11,11196,239,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067792437.85,False,0.8947
django__django-11138,django/django,kvcomm_lossy_plus_codebase_prefetch,1525.54,11194,267,exact_code_content_signature,9f785cb47ad6b36006e3f299b430c92a,2,2,0,0,0,0,0,0,8941,8941,0,0,0,1067793941.84,False,0.7368
django__django-11141,django/django,baseline_prefix_cache_only,923.27,9818,193,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067798400.12,True,1.0
django__django-11141,django/django,kvflow_prefix_only,650.94,9818,127,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067799323.5,False,0.0
django__django-11141,django/django,kvflow_prefix_plus_codebase_prefetch,1117.29,9821,227,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067799974.88,False,0.0
django__django-11141,django/django,kvcomm_lossy_plus_codebase_prefetch,1344.44,9819,284,exact_code_content_signature,73882ee5e751f3301d8c7c6e222a0d92,2,2,0,0,0,0,0,0,8914,8914,0,0,0,1067801153.87,False,0.1053
django__django-11149,django/django,baseline_prefix_cache_only,1311.4,10734,286,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067805534.43,True,1.0
django__django-11149,django/django,kvflow_prefix_only,1310.01,10734,286,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067806845.93,True,1.0
django__django-11149,django/django,kvflow_prefix_plus_codebase_prefetch,2285.21,10737,526,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067808156.4,False,0.3158
django__django-11149,django/django,kvcomm_lossy_plus_codebase_prefetch,1297.59,10735,286,exact_code_content_signature,9f785cb47ad6b36006e3f299b430c92a,2,2,0,0,0,0,0,0,8941,8941,0,0,0,1067810527.75,True,1.0
matplotlib__matplotlib-13989,matplotlib/matplotlib,baseline_prefix_cache_only,2279.49,10697,501,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067814932.25,True,1.0
matplotlib__matplotlib-13989,matplotlib/matplotlib,kvflow_prefix_only,1549.38,10697,309,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067817211.84,False,0.1127
matplotlib__matplotlib-13989,matplotlib/matplotlib,kvflow_prefix_plus_codebase_prefetch,2274.52,10700,497,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067818761.65,False,0.2927
matplotlib__matplotlib-13989,matplotlib/matplotlib,kvcomm_lossy_plus_codebase_prefetch,2270.16,10698,497,exact_code_content_signature,26c5f2a1b20df71c9be029f7076feba6,2,2,0,0,0,0,0,0,9710,9710,0,0,0,1067821101.51,False,0.2927
matplotlib__matplotlib-14623,matplotlib/matplotlib,baseline_prefix_cache_only,892.18,10528,138,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067826444.18,True,1.0
matplotlib__matplotlib-14623,matplotlib/matplotlib,kvflow_prefix_only,892.36,10528,138,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067827336.46,True,1.0
matplotlib__matplotlib-14623,matplotlib/matplotlib,kvflow_prefix_plus_codebase_prefetch,950.54,10531,144,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067828229.27,False,0.7778
matplotlib__matplotlib-14623,matplotlib/matplotlib,kvcomm_lossy_plus_codebase_prefetch,935.07,10529,144,exact_code_content_signature,0704a3b200a447ba2b8661df4cae9acc,2,2,0,0,0,0,0,0,9647,9647,0,0,0,1067829258.08,False,0.7778
matplotlib__matplotlib-20488,matplotlib/matplotlib,baseline_prefix_cache_only,1017.13,11128,213,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067833324.67,True,1.0
matplotlib__matplotlib-20488,matplotlib/matplotlib,kvflow_prefix_only,810.92,11128,125,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067834341.9,False,0.0
matplotlib__matplotlib-20488,matplotlib/matplotlib,kvflow_prefix_plus_codebase_prefetch,1451.66,11131,267,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067835153.26,False,0.5
matplotlib__matplotlib-20488,matplotlib/matplotlib,kvcomm_lossy_plus_codebase_prefetch,1385.19,11129,263,exact_code_content_signature,1c214b1d6ff53b49,2,2,0,0,0,0,0,0,9778,9778,0,0,0,1067836674.89,False,0.5
matplotlib__matplotlib-20676,matplotlib/matplotlib,baseline_prefix_cache_only,1605.11,10977,323,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067841151.91,True,1.0
matplotlib__matplotlib-20676,matplotlib/matplotlib,kvflow_prefix_only,2063.59,10977,383,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067842757.13,False,0.087
matplotlib__matplotlib-20676,matplotlib/matplotlib,kvflow_prefix_plus_codebase_prefetch,1389.55,10980,269,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067844821.15,False,0.0889
matplotlib__matplotlib-20676,matplotlib/matplotlib,kvcomm_lossy_plus_codebase_prefetch,1561.22,10978,320,exact_code_content_signature,037dfcc04b4d03f889528c2648a386ae,2,2,0,0,0,0,0,0,9787,9787,0,0,0,1067846287.45,False,0.05
matplotlib__matplotlib-20826,matplotlib/matplotlib,baseline_prefix_cache_only,619.37,11134,108,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067851030.04,True,1.0
matplotlib__matplotlib-20826,matplotlib/matplotlib,kvflow_prefix_only,619.27,11134,108,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067851649.51,True,1.0
matplotlib__matplotlib-20826,matplotlib/matplotlib,kvflow_prefix_plus_codebase_prefetch,982.15,11137,157,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067852268.94,False,0.0
matplotlib__matplotlib-20826,matplotlib/matplotlib,kvcomm_lossy_plus_codebase_prefetch,990.1,11135,162,exact_code_content_signature,037dfcc04b4d03f889528c2648a386ae,2,2,0,0,0,0,0,0,9787,9787,0,0,0,1067853313.39,False,0.0
matplotlib__matplotlib-20859,matplotlib/matplotlib,baseline_prefix_cache_only,894.09,10809,209,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067857450.21,True,1.0
matplotlib__matplotlib-20859,matplotlib/matplotlib,kvflow_prefix_only,1276.87,10809,263,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067858344.4,False,0.5833
matplotlib__matplotlib-20859,matplotlib/matplotlib,kvflow_prefix_plus_codebase_prefetch,1482.69,10812,315,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1067859621.7,False,0.4364
matplotlib__matplotlib-20859,matplotlib/matplotlib,kvcomm_lossy_plus_codebase_prefetch,1283.67,10810,263,exact_code_content_signature,4cadc3f60582731e,2,2,0,0,0,0,0,0,9589,9589,0,0,0,1067861167.78,False,0.5833
matplotlib__matplotlib-21568,matplotlib/matplotlib,baseline_prefix_cache_only,1238.56,11430,272,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1067865671.37,True,1.0
