instance_id,repo,mode,elapsed_ms,cached_tokens,output_chars,lossy_match_reason,matched_content_signature,codebase_prefetch_hint_count,codebase_prefetch_text_count,codebase_prefetch_queued_tokens,codebase_prefetch_matched_tokens,codebase_prefetch_success_count,codebase_prefetch_device_hit_count,agenttemplatekv_prefetch_hit_count,agenttemplatekv_prefetch_miss_count,agenttemplatekv_prefetch_protected_tokens,agenttemplatekv_prefetch_newly_protected_tokens,agenttemplatekv_prefetch_consumed_count,agenttemplatekv_prefetch_expired_tokens,agenttemplatekv_rejected_large_gap_count,request_start_ms,output_exact_match_vs_baseline,output_token_f1_vs_baseline
astropy__astropy-13236,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,3199.46,11535,503,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1068521661.43,False,0.7899
astropy__astropy-13236,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,4680.1,11533,498,exact_code_content_signature,c6fabac696de5ead820754bffe2ee5e8,2,2,0,0,0,0,0,2,9432,0,0,0,0,1068524919.5,False,0.9032
astropy__astropy-13398,astropy/astropy,baseline_prefix_cache_only,2645.55,13240,431,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068516414.32,True,1.0
astropy__astropy-13398,astropy/astropy,kvflow_prefix_only,1297.37,13240,215,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068519059.96,False,0.0833
astropy__astropy-13398,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,1932.48,13243,336,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1068520357.77,False,0.0
astropy__astropy-13398,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,2743.27,13241,382,exact_code_content_signature,587e84b6ee4dafc2b2b60963af2370d7,2,2,0,0,0,0,0,2,9430,0,0,0,0,1068522341.57,False,0.0702
astropy__astropy-13453,astropy/astropy,baseline_prefix_cache_only,4902.91,12492,470,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068523938.49,True,1.0
astropy__astropy-13453,astropy/astropy,kvflow_prefix_only,2497.78,12492,449,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068528841.51,False,0.8533
astropy__astropy-13453,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,2506.88,12495,466,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1068531339.72,False,0.72
astropy__astropy-13453,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,4309.88,12493,470,exact_code_content_signature,587e84b6ee4dafc2b2b60963af2370d7,2,2,0,0,0,0,0,0,9430,9430,0,0,0,1068533900.81,True,1.0
astropy__astropy-13579,astropy/astropy,baseline_prefix_cache_only,4299.07,11808,390,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068525716.75,True,1.0
astropy__astropy-13579,astropy/astropy,kvflow_prefix_only,2604.15,11808,389,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068530015.92,False,0.8462
astropy__astropy-13579,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,2988.67,11811,390,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1068532620.5,True,1.0
astropy__astropy-13579,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,4050.2,11809,390,exact_code_content_signature,587e84b6ee4dafc2b2b60963af2370d7,2,2,0,0,0,0,0,0,9430,9430,0,0,0,1068535660.61,True,1.0
astropy__astropy-13977,astropy/astropy,baseline_prefix_cache_only,1350.82,12895,247,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068528298.96,True,1.0
astropy__astropy-13977,astropy/astropy,kvflow_prefix_only,1433.66,12895,247,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068529649.83,True,1.0
astropy__astropy-13977,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,1280.58,12898,243,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1068531083.66,False,0.9655
astropy__astropy-13977,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,1289.19,12896,243,exact_code_content_signature,4ca549c20d697189c6c174faae87abcd,2,2,0,0,0,0,0,0,9479,9479,0,0,0,1068532415.19,False,0.9655
astropy__astropy-14096,astropy/astropy,baseline_prefix_cache_only,1040.21,10393,188,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068530865.81,True,1.0
astropy__astropy-14096,astropy/astropy,kvflow_prefix_only,1044.17,10393,188,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068531906.13,True,1.0
astropy__astropy-14096,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,1023.89,10396,188,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1068532950.73,True,1.0
astropy__astropy-14096,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,1152.16,10394,188,exact_code_content_signature,4ca549c20d697189c6c174faae87abcd,2,2,0,0,0,0,0,0,9479,9479,0,0,0,1068534009.95,True,1.0
astropy__astropy-14182,astropy/astropy,baseline_prefix_cache_only,1138.64,10766,101,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068535016.56,True,1.0
astropy__astropy-14182,astropy/astropy,kvflow_prefix_only,1550.5,10766,101,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068536155.3,True,1.0
astropy__astropy-14182,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,1331.72,10769,236,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1068537706.23,False,0.1
astropy__astropy-14182,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,1202.46,10767,236,exact_code_content_signature,4ca549c20d697189c6c174faae87abcd,2,2,0,0,0,0,0,0,9479,9479,0,0,0,1068539089.58,False,0.1
astropy__astropy-14309,astropy/astropy,baseline_prefix_cache_only,2191.97,11476,298,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068537968.76,True,1.0
astropy__astropy-14309,astropy/astropy,kvflow_prefix_only,1982.84,11476,256,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068540160.84,False,0.64
astropy__astropy-14309,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,1851.01,11479,289,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1068542144.13,False,0.9333
astropy__astropy-14309,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,1917.54,11477,298,exact_code_content_signature,557e8a601623caeb6af9688e9bb820c8,2,2,0,0,0,0,0,0,9490,9490,0,0,0,1068544048.63,True,1.0
astropy__astropy-14365,astropy/astropy,baseline_prefix_cache_only,1860.69,10755,244,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068539524.38,True,1.0
astropy__astropy-14365,astropy/astropy,kvflow_prefix_only,1499.69,10755,257,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068541385.17,False,0.8571
astropy__astropy-14365,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,1448.6,10758,244,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1068542885.29,True,1.0
astropy__astropy-14365,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,1491.36,10756,257,exact_code_content_signature,557e8a601623caeb6af9688e9bb820c8,2,2,0,0,0,0,0,0,9490,9490,0,0,0,1068544386.53,False,0.875
astropy__astropy-14369,astropy/astropy,baseline_prefix_cache_only,1213.88,11146,152,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068541264.29,True,1.0
astropy__astropy-14369,astropy/astropy,kvflow_prefix_only,1199.4,11146,152,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068542478.28,True,1.0
astropy__astropy-14369,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,1229.38,11149,152,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1068543678.11,True,1.0
astropy__astropy-14369,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,1203.15,11147,152,exact_code_content_signature,557e8a601623caeb6af9688e9bb820c8,2,2,0,0,0,0,0,0,9490,9490,0,0,0,1068544960.8,True,1.0
astropy__astropy-14508,astropy/astropy,baseline_prefix_cache_only,1583.96,11088,224,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068541758.91,True,1.0
astropy__astropy-14508,astropy/astropy,kvflow_prefix_only,1522.63,11088,223,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068543342.97,False,0.8
astropy__astropy-14508,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,1978.21,11091,223,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1068544866.03,False,0.8
astropy__astropy-14508,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,4220.47,11089,223,exact_code_content_signature,557e8a601623caeb6af9688e9bb820c8,2,2,0,0,0,0,0,2,9490,0,0,0,0,1068546878.17,False,0.8
astropy__astropy-14539,astropy/astropy,baseline_prefix_cache_only,3820.65,11658,317,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068550157.11,True,1.0
astropy__astropy-14539,astropy/astropy,kvflow_prefix_only,2637.31,11658,446,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068553977.86,False,0.6667
astropy__astropy-14539,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,4243.34,11661,434,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1068556615.61,False,0.2
astropy__astropy-14539,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,4680.16,11659,434,exact_code_content_signature,557e8a601623caeb6af9688e9bb820c8,2,2,0,0,0,0,0,2,9490,0,0,0,0,1068560911.02,False,0.2
astropy__astropy-14598,astropy/astropy,baseline_prefix_cache_only,2123.8,10966,206,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068550199.76,True,1.0
astropy__astropy-14598,astropy/astropy,kvflow_prefix_only,2352.12,10966,200,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068552323.67,False,0.9444
astropy__astropy-14598,astropy/astropy,kvflow_prefix_plus_codebase_prefetch,1349.56,10969,205,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1068554676.24,False,0.9444
astropy__astropy-14598,astropy/astropy,kvcomm_lossy_plus_codebase_prefetch,1338.44,10967,197,exact_code_content_signature,557e8a601623caeb6af9688e9bb820c8,2,2,0,0,0,0,0,2,9490,0,0,0,0,1068556076.63,False,0.6667
django__django-10097,django/django,baseline_prefix_cache_only,4057.89,17295,420,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068550488.87,True,1.0
django__django-10097,django/django,kvflow_prefix_only,1672.43,17295,308,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068554546.9,False,0.5067
django__django-10097,django/django,kvflow_prefix_plus_codebase_prefetch,3678.84,17298,386,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1068556219.8,False,0.8132
django__django-10097,django/django,kvcomm_lossy_plus_codebase_prefetch,2100.82,17296,386,exact_code_content_signature,19202dd28085e9f7,2,2,0,0,0,0,0,2,8999,0,0,0,0,1068559957.95,False,0.8132
django__django-10554,django/django,baseline_prefix_cache_only,1478.26,10700,248,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068554225.85,True,1.0
django__django-10554,django/django,kvflow_prefix_only,1500.48,10700,248,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068555704.21,True,1.0
django__django-10554,django/django,kvflow_prefix_plus_codebase_prefetch,3114.19,10703,248,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1068557205.13,True,1.0
django__django-10554,django/django,kvcomm_lossy_plus_codebase_prefetch,1511.52,10701,248,exact_code_content_signature,38223b7db5b04e545e691cb56cb03968,2,2,0,0,0,0,0,2,8941,0,0,0,0,1068560379.25,True,1.0
django__django-10880,django/django,baseline_prefix_cache_only,1062.73,9661,150,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068560380.1,True,1.0
django__django-10880,django/django,kvflow_prefix_only,3480.27,9661,217,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068561442.93,False,0.8125
django__django-10880,django/django,kvflow_prefix_plus_codebase_prefetch,1341.51,9664,217,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1068564923.61,False,0.8125
django__django-10880,django/django,kvcomm_lossy_plus_codebase_prefetch,958.46,9662,150,exact_code_content_signature,50c69d550283d00621950a6c5aa89e16,2,2,0,0,0,0,0,0,9010,9010,0,0,0,1068566319.82,True,1.0
django__django-10914,django/django,baseline_prefix_cache_only,1080.38,9720,247,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068565283.2,True,1.0
django__django-10914,django/django,kvflow_prefix_only,1033.97,9720,247,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068566363.7,True,1.0
django__django-10914,django/django,kvflow_prefix_plus_codebase_prefetch,794.08,9723,165,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1068567398.11,False,0.3333
django__django-10914,django/django,kvcomm_lossy_plus_codebase_prefetch,778.39,9721,165,exact_code_content_signature,871e01c4e87af887,2,2,0,0,0,0,0,0,9017,9017,0,0,0,1068568260.79,False,0.3333
django__django-10973,django/django,baseline_prefix_cache_only,2410.83,10568,457,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068565281.75,True,1.0
django__django-10973,django/django,kvflow_prefix_only,2280.57,10568,457,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1068567692.7,True,1.0
django__django-10973,django/django,kvflow_prefix_plus_codebase_prefetch,2134.66,10571,421,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1068569973.72,False,0.6269
django__django-10973,django/django,kvcomm_lossy_plus_codebase_prefetch,2192.29,10569,453,exact_code_content_signature,871e01c4e87af887,2,2,0,0,0,0,0,0,9017,9017,0,0,0,1068572183.65,False,0.6667
